camera,status,num_composition,num_compostition_camera,last_time_check_on_camera,last_lat_on_camera,last_lon_on_camera,vendor
ff_ngpt_tram_vitaz_31001_1,-,31001,1,,,,
ff_ngpt_tram_vitaz_31001_2,-,31001,2,,,,
ff_ngpt_tram_vitaz_31001_3,-,31001,3,,,,
ff_ngpt_tram_vitaz_31001_4,-,31001,4,,,,
ff_ngpt_tram_vitaz_31001_5,-,31001,5,,,,
ff_ngpt_tram_vitaz_31001_6,-,31001,6,,,,
ff_ngpt_tram_vitaz_31002_1,-,31002,1,,,,
ff_ngpt_tram_vitaz_31002_2,-,31002,2,,,,
ff_ngpt_tram_vitaz_31002_3,-,31002,3,,,,
ff_ngpt_tram_vitaz_31002_4,-,31002,4,,,,
ff_ngpt_tram_vitaz_31002_5,-,31002,5,,,,
ff_ngpt_tram_vitaz_31002_6,-,31002,6,,,,
ff_ngpt_tram_vitaz_31003_1,-,31003,1,,,,
ff_ngpt_tram_vitaz_31003_2,-,31003,2,,,,
ff_ngpt_tram_vitaz_31003_3,-,31003,3,,,,
ff_ngpt_tram_vitaz_31003_4,-,31003,4,,,,
ff_ngpt_tram_vitaz_31003_5,-,31003,5,,,,
ff_ngpt_tram_vitaz_31003_6,-,31003,6,,,,
ff_ngpt_tram_vitaz_31004_1,-,31004,1,,,,
ff_ngpt_tram_vitaz_31004_2,-,31004,2,,,,
ff_ngpt_tram_vitaz_31004_3,-,31004,3,,,,
ff_ngpt_tram_vitaz_31004_4,-,31004,4,,,,
ff_ngpt_tram_vitaz_31004_5,-,31004,5,,,,
ff_ngpt_tram_vitaz_31004_6,-,31004,6,,,,
ff_ngpt_tram_vitaz_31005_1,-,31005,1,,,,
ff_ngpt_tram_vitaz_31005_2,-,31005,2,,,,
ff_ngpt_tram_vitaz_31005_3,-,31005,3,,,,
ff_ngpt_tram_vitaz_31005_4,-,31005,4,,,,
ff_ngpt_tram_vitaz_31005_5,-,31005,5,,,,
ff_ngpt_tram_vitaz_31005_6,-,31005,6,,,,
ff_ngpt_tram_vitaz_31006_1,-,31006,1,,,,
ff_ngpt_tram_vitaz_31006_2,-,31006,2,,,,
ff_ngpt_tram_vitaz_31006_3,-,31006,3,,,,
ff_ngpt_tram_vitaz_31006_4,-,31006,4,,,,
ff_ngpt_tram_vitaz_31006_5,-,31006,5,,,,
ff_ngpt_tram_vitaz_31006_6,-,31006,6,,,,
ff_ngpt_tram_vitaz_31007_1,-,31007,1,,,,
ff_ngpt_tram_vitaz_31007_2,-,31007,2,,,,
ff_ngpt_tram_vitaz_31007_3,-,31007,3,,,,
ff_ngpt_tram_vitaz_31007_4,-,31007,4,,,,
ff_ngpt_tram_vitaz_31007_5,-,31007,5,,,,
ff_ngpt_tram_vitaz_31007_6,-,31007,6,,,,
ff_ngpt_tram_vitaz_31008_1,-,31008,1,,,,
ff_ngpt_tram_vitaz_31008_2,-,31008,2,,,,
ff_ngpt_tram_vitaz_31008_3,-,31008,3,,,,
ff_ngpt_tram_vitaz_31008_4,-,31008,4,,,,
ff_ngpt_tram_vitaz_31008_5,-,31008,5,,,,
ff_ngpt_tram_vitaz_31008_6,-,31008,6,,,,
ff_ngpt_tram_vitaz_31009_1,-,31009,1,,,,
ff_ngpt_tram_vitaz_31009_2,-,31009,2,,,,
ff_ngpt_tram_vitaz_31009_3,-,31009,3,,,,
ff_ngpt_tram_vitaz_31009_4,-,31009,4,,,,
ff_ngpt_tram_vitaz_31009_5,-,31009,5,,,,
ff_ngpt_tram_vitaz_31009_6,-,31009,6,,,,
ff_ngpt_tram_vitaz_31010_1,-,31010,1,,,,
ff_ngpt_tram_vitaz_31010_2,-,31010,2,,,,
ff_ngpt_tram_vitaz_31010_3,-,31010,3,,,,
ff_ngpt_tram_vitaz_31010_4,-,31010,4,,,,
ff_ngpt_tram_vitaz_31010_5,-,31010,5,,,,
ff_ngpt_tram_vitaz_31010_6,-,31010,6,,,,
ff_ngpt_tram_vitaz_31011_1,-,31011,1,,,,
ff_ngpt_tram_vitaz_31011_2,-,31011,2,,,,
ff_ngpt_tram_vitaz_31011_3,-,31011,3,,,,
ff_ngpt_tram_vitaz_31011_4,-,31011,4,,,,
ff_ngpt_tram_vitaz_31011_5,-,31011,5,,,,
ff_ngpt_tram_vitaz_31011_6,-,31011,6,,,,
ff_ngpt_tram_vitaz_31012_1,-,31012,1,,,,
ff_ngpt_tram_vitaz_31012_2,-,31012,2,,,,
ff_ngpt_tram_vitaz_31012_3,-,31012,3,,,,
ff_ngpt_tram_vitaz_31012_4,-,31012,4,,,,
ff_ngpt_tram_vitaz_31012_5,-,31012,5,,,,
ff_ngpt_tram_vitaz_31012_6,-,31012,6,,,,
ff_ngpt_tram_vitaz_31013_1,-,31013,1,,,,
ff_ngpt_tram_vitaz_31013_2,-,31013,2,,,,
ff_ngpt_tram_vitaz_31013_3,-,31013,3,,,,
ff_ngpt_tram_vitaz_31013_4,-,31013,4,,,,
ff_ngpt_tram_vitaz_31013_5,-,31013,5,,,,
ff_ngpt_tram_vitaz_31013_6,-,31013,6,,,,
ff_ngpt_tram_vitaz_31014_1,-,31014,1,,,,
ff_ngpt_tram_vitaz_31014_2,-,31014,2,,,,
ff_ngpt_tram_vitaz_31014_3,-,31014,3,,,,
ff_ngpt_tram_vitaz_31014_4,-,31014,4,,,,
ff_ngpt_tram_vitaz_31014_5,-,31014,5,,,,
ff_ngpt_tram_vitaz_31014_6,-,31014,6,,,,
ff_ngpt_tram_vitaz_31015_1,-,31015,1,,,,
ff_ngpt_tram_vitaz_31015_2,-,31015,2,,,,
ff_ngpt_tram_vitaz_31015_3,-,31015,3,,,,
ff_ngpt_tram_vitaz_31015_4,-,31015,4,,,,
ff_ngpt_tram_vitaz_31015_5,-,31015,5,,,,
ff_ngpt_tram_vitaz_31015_6,-,31015,6,,,,
ff_ngpt_tram_vitaz_31016_1,-,31016,1,,,,
ff_ngpt_tram_vitaz_31016_2,-,31016,2,,,,
ff_ngpt_tram_vitaz_31016_3,-,31016,3,,,,
ff_ngpt_tram_vitaz_31016_4,-,31016,4,,,,
ff_ngpt_tram_vitaz_31016_5,-,31016,5,,,,
ff_ngpt_tram_vitaz_31016_6,-,31016,6,,,,
ff_ngpt_tram_vitaz_31017_1,-,31017,1,,,,
ff_ngpt_tram_vitaz_31017_2,-,31017,2,,,,
ff_ngpt_tram_vitaz_31017_3,-,31017,3,,,,
ff_ngpt_tram_vitaz_31017_4,-,31017,4,,,,
ff_ngpt_tram_vitaz_31017_5,-,31017,5,,,,
ff_ngpt_tram_vitaz_31017_6,-,31017,6,,,,
ff_ngpt_tram_vitaz_31018_1,-,31018,1,,,,
ff_ngpt_tram_vitaz_31018_2,-,31018,2,,,,
ff_ngpt_tram_vitaz_31018_3,-,31018,3,,,,
ff_ngpt_tram_vitaz_31018_4,-,31018,4,,,,
ff_ngpt_tram_vitaz_31018_5,-,31018,5,,,,
ff_ngpt_tram_vitaz_31018_6,-,31018,6,,,,
ff_ngpt_tram_vitaz_31019_1,-,31019,1,,,,
ff_ngpt_tram_vitaz_31019_2,-,31019,2,,,,
ff_ngpt_tram_vitaz_31019_3,-,31019,3,,,,
ff_ngpt_tram_vitaz_31019_4,-,31019,4,,,,
ff_ngpt_tram_vitaz_31019_5,-,31019,5,,,,
ff_ngpt_tram_vitaz_31019_6,-,31019,6,,,,
ff_ngpt_tram_vitaz_31020_1,-,31020,1,,,,
ff_ngpt_tram_vitaz_31020_2,-,31020,2,,,,
ff_ngpt_tram_vitaz_31020_3,-,31020,3,,,,
ff_ngpt_tram_vitaz_31020_4,-,31020,4,,,,
ff_ngpt_tram_vitaz_31020_5,-,31020,5,,,,
ff_ngpt_tram_vitaz_31020_6,-,31020,6,,,,
ff_ngpt_tram_vitaz_31021_1,-,31021,1,,,,
ff_ngpt_tram_vitaz_31021_2,-,31021,2,,,,
ff_ngpt_tram_vitaz_31021_3,-,31021,3,,,,
ff_ngpt_tram_vitaz_31021_4,-,31021,4,,,,
ff_ngpt_tram_vitaz_31021_5,-,31021,5,,,,
ff_ngpt_tram_vitaz_31021_6,-,31021,6,,,,
ff_ngpt_tram_vitaz_31022_1,-,31022,1,,,,
ff_ngpt_tram_vitaz_31022_2,-,31022,2,,,,
ff_ngpt_tram_vitaz_31022_3,-,31022,3,,,,
ff_ngpt_tram_vitaz_31022_4,-,31022,4,,,,
ff_ngpt_tram_vitaz_31022_5,-,31022,5,,,,
ff_ngpt_tram_vitaz_31022_6,-,31022,6,,,,
ff_ngpt_tram_vitaz_31023_1,-,31023,1,,,,
ff_ngpt_tram_vitaz_31023_2,-,31023,2,,,,
ff_ngpt_tram_vitaz_31023_3,-,31023,3,,,,
ff_ngpt_tram_vitaz_31023_4,-,31023,4,,,,
ff_ngpt_tram_vitaz_31023_5,-,31023,5,,,,
ff_ngpt_tram_vitaz_31023_6,-,31023,6,,,,
ff_ngpt_tram_vitaz_31024_1,-,31024,1,,,,
ff_ngpt_tram_vitaz_31024_2,-,31024,2,,,,
ff_ngpt_tram_vitaz_31024_3,-,31024,3,,,,
ff_ngpt_tram_vitaz_31024_4,-,31024,4,,,,
ff_ngpt_tram_vitaz_31024_5,-,31024,5,,,,
ff_ngpt_tram_vitaz_31024_6,-,31024,6,,,,
ff_ngpt_tram_vitaz_31025_1,-,31025,1,,,,
ff_ngpt_tram_vitaz_31025_2,-,31025,2,,,,
ff_ngpt_tram_vitaz_31025_3,-,31025,3,,,,
ff_ngpt_tram_vitaz_31025_4,-,31025,4,,,,
ff_ngpt_tram_vitaz_31025_5,-,31025,5,,,,
ff_ngpt_tram_vitaz_31025_6,-,31025,6,,,,
ff_ngpt_tram_vitaz_31026_1,-,31026,1,,,,
ff_ngpt_tram_vitaz_31026_2,-,31026,2,,,,
ff_ngpt_tram_vitaz_31026_3,-,31026,3,,,,
ff_ngpt_tram_vitaz_31026_4,-,31026,4,,,,
ff_ngpt_tram_vitaz_31026_5,-,31026,5,,,,
ff_ngpt_tram_vitaz_31026_6,-,31026,6,,,,
ff_ngpt_tram_vitaz_31027_1,-,31027,1,,,,
ff_ngpt_tram_vitaz_31027_2,-,31027,2,,,,
ff_ngpt_tram_vitaz_31027_3,-,31027,3,,,,
ff_ngpt_tram_vitaz_31027_4,-,31027,4,,,,
ff_ngpt_tram_vitaz_31027_5,-,31027,5,,,,
ff_ngpt_tram_vitaz_31027_6,-,31027,6,,,,
ff_ngpt_tram_vitaz_31028_1,-,31028,1,,,,
ff_ngpt_tram_vitaz_31028_2,-,31028,2,,,,
ff_ngpt_tram_vitaz_31028_3,-,31028,3,,,,
ff_ngpt_tram_vitaz_31028_4,-,31028,4,,,,
ff_ngpt_tram_vitaz_31028_5,-,31028,5,,,,
ff_ngpt_tram_vitaz_31028_6,-,31028,6,,,,
ff_ngpt_tram_vitaz_31029_1,-,31029,1,,,,
ff_ngpt_tram_vitaz_31029_2,-,31029,2,,,,
ff_ngpt_tram_vitaz_31029_3,-,31029,3,,,,
ff_ngpt_tram_vitaz_31029_4,-,31029,4,,,,
ff_ngpt_tram_vitaz_31029_5,-,31029,5,,,,
ff_ngpt_tram_vitaz_31029_6,-,31029,6,,,,
ff_ngpt_tram_vitaz_31030_1,-,31030,1,,,,
ff_ngpt_tram_vitaz_31030_2,-,31030,2,,,,
ff_ngpt_tram_vitaz_31030_3,-,31030,3,,,,
ff_ngpt_tram_vitaz_31030_4,-,31030,4,,,,
ff_ngpt_tram_vitaz_31030_5,-,31030,5,,,,
ff_ngpt_tram_vitaz_31030_6,-,31030,6,,,,
ff_ngpt_tram_vitaz_31031_1,-,31031,1,,,,
ff_ngpt_tram_vitaz_31031_2,-,31031,2,,,,
ff_ngpt_tram_vitaz_31031_3,-,31031,3,,,,
ff_ngpt_tram_vitaz_31031_4,-,31031,4,,,,
ff_ngpt_tram_vitaz_31031_5,-,31031,5,,,,
ff_ngpt_tram_vitaz_31031_6,-,31031,6,,,,
ff_ngpt_tram_vitaz_31032_1,-,31032,1,,,,
ff_ngpt_tram_vitaz_31032_2,-,31032,2,,,,
ff_ngpt_tram_vitaz_31032_3,-,31032,3,,,,
ff_ngpt_tram_vitaz_31032_4,-,31032,4,,,,
ff_ngpt_tram_vitaz_31032_5,-,31032,5,,,,
ff_ngpt_tram_vitaz_31032_6,-,31032,6,,,,
ff_ngpt_tram_vitaz_31033_1,-,31033,1,,,,
ff_ngpt_tram_vitaz_31033_2,-,31033,2,,,,
ff_ngpt_tram_vitaz_31033_3,-,31033,3,,,,
ff_ngpt_tram_vitaz_31033_4,-,31033,4,,,,
ff_ngpt_tram_vitaz_31033_5,-,31033,5,,,,
ff_ngpt_tram_vitaz_31033_6,-,31033,6,,,,
ff_ngpt_tram_vitaz_31034_1,-,31034,1,,,,
ff_ngpt_tram_vitaz_31034_2,-,31034,2,,,,
ff_ngpt_tram_vitaz_31034_3,-,31034,3,,,,
ff_ngpt_tram_vitaz_31034_4,-,31034,4,,,,
ff_ngpt_tram_vitaz_31034_5,-,31034,5,,,,
ff_ngpt_tram_vitaz_31034_6,-,31034,6,,,,
ff_ngpt_tram_vitaz_31035_1,-,31035,1,,,,
ff_ngpt_tram_vitaz_31035_2,-,31035,2,,,,
ff_ngpt_tram_vitaz_31035_3,-,31035,3,,,,
ff_ngpt_tram_vitaz_31035_4,-,31035,4,,,,
ff_ngpt_tram_vitaz_31035_5,-,31035,5,,,,
ff_ngpt_tram_vitaz_31035_6,-,31035,6,,,,
ff_ngpt_tram_vitaz_31036_1,-,31036,1,,,,
ff_ngpt_tram_vitaz_31036_2,-,31036,2,,,,
ff_ngpt_tram_vitaz_31036_3,-,31036,3,,,,
ff_ngpt_tram_vitaz_31036_4,-,31036,4,,,,
ff_ngpt_tram_vitaz_31036_5,-,31036,5,,,,
ff_ngpt_tram_vitaz_31036_6,-,31036,6,,,,
ff_ngpt_tram_vitaz_31037_1,-,31037,1,,,,
ff_ngpt_tram_vitaz_31037_2,-,31037,2,,,,
ff_ngpt_tram_vitaz_31037_3,-,31037,3,,,,
ff_ngpt_tram_vitaz_31037_4,-,31037,4,,,,
ff_ngpt_tram_vitaz_31037_5,-,31037,5,,,,
ff_ngpt_tram_vitaz_31037_6,-,31037,6,,,,
ff_ngpt_tram_vitaz_31038_1,-,31038,1,,,,
ff_ngpt_tram_vitaz_31038_2,-,31038,2,,,,
ff_ngpt_tram_vitaz_31038_3,-,31038,3,,,,
ff_ngpt_tram_vitaz_31038_4,-,31038,4,,,,
ff_ngpt_tram_vitaz_31038_5,-,31038,5,,,,
ff_ngpt_tram_vitaz_31038_6,-,31038,6,,,,
ff_ngpt_tram_vitaz_31039_1,-,31039,1,,,,
ff_ngpt_tram_vitaz_31039_2,-,31039,2,,,,
ff_ngpt_tram_vitaz_31039_3,-,31039,3,,,,
ff_ngpt_tram_vitaz_31039_4,-,31039,4,,,,
ff_ngpt_tram_vitaz_31039_5,-,31039,5,,,,
ff_ngpt_tram_vitaz_31039_6,-,31039,6,,,,
ff_ngpt_tram_vitaz_31040_1,-,31040,1,,,,
ff_ngpt_tram_vitaz_31040_2,-,31040,2,,,,
ff_ngpt_tram_vitaz_31040_3,-,31040,3,,,,
ff_ngpt_tram_vitaz_31040_4,-,31040,4,,,,
ff_ngpt_tram_vitaz_31040_5,-,31040,5,,,,
ff_ngpt_tram_vitaz_31040_6,-,31040,6,,,,
ff_ngpt_tram_vitaz_31041_1,-,31041,1,,,,
ff_ngpt_tram_vitaz_31041_2,-,31041,2,,,,
ff_ngpt_tram_vitaz_31041_3,-,31041,3,,,,
ff_ngpt_tram_vitaz_31041_4,-,31041,4,,,,
ff_ngpt_tram_vitaz_31041_5,-,31041,5,,,,
ff_ngpt_tram_vitaz_31041_6,-,31041,6,,,,
ff_ngpt_tram_vitaz_31042_1,-,31042,1,,,,
ff_ngpt_tram_vitaz_31042_2,-,31042,2,,,,
ff_ngpt_tram_vitaz_31042_3,-,31042,3,,,,
ff_ngpt_tram_vitaz_31042_4,-,31042,4,,,,
ff_ngpt_tram_vitaz_31042_5,-,31042,5,,,,
ff_ngpt_tram_vitaz_31042_6,-,31042,6,,,,
ff_ngpt_tram_vitaz_31043_1,-,31043,1,,,,
ff_ngpt_tram_vitaz_31043_2,-,31043,2,,,,
ff_ngpt_tram_vitaz_31043_3,-,31043,3,,,,
ff_ngpt_tram_vitaz_31043_4,-,31043,4,,,,
ff_ngpt_tram_vitaz_31043_5,-,31043,5,,,,
ff_ngpt_tram_vitaz_31043_6,-,31043,6,,,,
ff_ngpt_tram_vitaz_31044_1,-,31044,1,,,,
ff_ngpt_tram_vitaz_31044_2,-,31044,2,,,,
ff_ngpt_tram_vitaz_31044_3,-,31044,3,,,,
ff_ngpt_tram_vitaz_31044_4,-,31044,4,,,,
ff_ngpt_tram_vitaz_31044_5,-,31044,5,,,,
ff_ngpt_tram_vitaz_31044_6,-,31044,6,,,,
ff_ngpt_tram_vitaz_31045_1,-,31045,1,,,,
ff_ngpt_tram_vitaz_31045_2,-,31045,2,,,,
ff_ngpt_tram_vitaz_31045_3,-,31045,3,,,,
ff_ngpt_tram_vitaz_31045_4,-,31045,4,,,,
ff_ngpt_tram_vitaz_31045_5,-,31045,5,,,,
ff_ngpt_tram_vitaz_31045_6,-,31045,6,,,,
ff_ngpt_tram_vitaz_31046_1,-,31046,1,,,,
ff_ngpt_tram_vitaz_31046_2,-,31046,2,,,,
ff_ngpt_tram_vitaz_31046_3,-,31046,3,,,,
ff_ngpt_tram_vitaz_31046_4,-,31046,4,,,,
ff_ngpt_tram_vitaz_31046_5,-,31046,5,,,,
ff_ngpt_tram_vitaz_31046_6,-,31046,6,,,,
ff_ngpt_tram_vitaz_31047_1,-,31047,1,,,,
ff_ngpt_tram_vitaz_31047_2,-,31047,2,,,,
ff_ngpt_tram_vitaz_31047_3,-,31047,3,,,,
ff_ngpt_tram_vitaz_31047_4,-,31047,4,,,,
ff_ngpt_tram_vitaz_31047_5,-,31047,5,,,,
ff_ngpt_tram_vitaz_31047_6,-,31047,6,,,,
ff_ngpt_tram_vitaz_31048_1,-,31048,1,,,,
ff_ngpt_tram_vitaz_31048_2,-,31048,2,,,,
ff_ngpt_tram_vitaz_31048_3,-,31048,3,,,,
ff_ngpt_tram_vitaz_31048_4,-,31048,4,,,,
ff_ngpt_tram_vitaz_31048_5,-,31048,5,,,,
ff_ngpt_tram_vitaz_31048_6,-,31048,6,,,,
ff_ngpt_tram_vitaz_31049_1,-,31049,1,,,,
ff_ngpt_tram_vitaz_31049_2,-,31049,2,,,,
ff_ngpt_tram_vitaz_31049_3,-,31049,3,,,,
ff_ngpt_tram_vitaz_31049_4,-,31049,4,,,,
ff_ngpt_tram_vitaz_31049_5,-,31049,5,,,,
ff_ngpt_tram_vitaz_31049_6,-,31049,6,,,,
ff_ngpt_tram_vitaz_31050_1,-,31050,1,,,,
ff_ngpt_tram_vitaz_31050_2,-,31050,2,,,,
ff_ngpt_tram_vitaz_31050_3,-,31050,3,,,,
ff_ngpt_tram_vitaz_31050_4,-,31050,4,,,,
ff_ngpt_tram_vitaz_31050_5,-,31050,5,,,,
ff_ngpt_tram_vitaz_31050_6,-,31050,6,,,,
ff_ngpt_tram_vitaz_31051_1,-,31051,1,,,,
ff_ngpt_tram_vitaz_31051_2,-,31051,2,,,,
ff_ngpt_tram_vitaz_31051_3,-,31051,3,,,,
ff_ngpt_tram_vitaz_31051_4,-,31051,4,,,,
ff_ngpt_tram_vitaz_31051_5,-,31051,5,,,,
ff_ngpt_tram_vitaz_31051_6,-,31051,6,,,,
ff_ngpt_tram_vitaz_31052_1,-,31052,1,,,,
ff_ngpt_tram_vitaz_31052_2,-,31052,2,,,,
ff_ngpt_tram_vitaz_31052_3,-,31052,3,,,,
ff_ngpt_tram_vitaz_31052_4,-,31052,4,,,,
ff_ngpt_tram_vitaz_31052_5,-,31052,5,,,,
ff_ngpt_tram_vitaz_31052_6,-,31052,6,,,,
ff_ngpt_tram_vitaz_31053_1,-,31053,1,,,,
ff_ngpt_tram_vitaz_31053_2,-,31053,2,,,,
ff_ngpt_tram_vitaz_31053_3,-,31053,3,,,,
ff_ngpt_tram_vitaz_31053_4,-,31053,4,,,,
ff_ngpt_tram_vitaz_31053_5,-,31053,5,,,,
ff_ngpt_tram_vitaz_31053_6,-,31053,6,,,,
ff_ngpt_tram_vitaz_31054_1,-,31054,1,,,,
ff_ngpt_tram_vitaz_31054_2,-,31054,2,,,,
ff_ngpt_tram_vitaz_31054_3,-,31054,3,,,,
ff_ngpt_tram_vitaz_31054_4,-,31054,4,,,,
ff_ngpt_tram_vitaz_31054_5,-,31054,5,,,,
ff_ngpt_tram_vitaz_31054_6,-,31054,6,,,,
ff_ngpt_tram_vitaz_31055_1,-,31055,1,,,,
ff_ngpt_tram_vitaz_31055_2,-,31055,2,,,,
ff_ngpt_tram_vitaz_31055_3,-,31055,3,,,,
ff_ngpt_tram_vitaz_31055_4,-,31055,4,,,,
ff_ngpt_tram_vitaz_31055_5,-,31055,5,,,,
ff_ngpt_tram_vitaz_31055_6,-,31055,6,,,,
ff_ngpt_tram_vitaz_31056_1,-,31056,1,,,,
ff_ngpt_tram_vitaz_31056_2,-,31056,2,,,,
ff_ngpt_tram_vitaz_31056_3,-,31056,3,,,,
ff_ngpt_tram_vitaz_31056_4,-,31056,4,,,,
ff_ngpt_tram_vitaz_31056_5,-,31056,5,,,,
ff_ngpt_tram_vitaz_31056_6,-,31056,6,,,,
ff_ngpt_tram_vitaz_31057_1,-,31057,1,,,,
ff_ngpt_tram_vitaz_31057_2,-,31057,2,,,,
ff_ngpt_tram_vitaz_31057_3,-,31057,3,,,,
ff_ngpt_tram_vitaz_31057_4,-,31057,4,,,,
ff_ngpt_tram_vitaz_31057_5,-,31057,5,,,,
ff_ngpt_tram_vitaz_31057_6,-,31057,6,,,,
ff_ngpt_tram_vitaz_31058_1,-,31058,1,,,,
ff_ngpt_tram_vitaz_31058_2,-,31058,2,,,,
ff_ngpt_tram_vitaz_31058_3,-,31058,3,,,,
ff_ngpt_tram_vitaz_31058_4,-,31058,4,,,,
ff_ngpt_tram_vitaz_31058_5,-,31058,5,,,,
ff_ngpt_tram_vitaz_31058_6,-,31058,6,,,,
ff_ngpt_tram_vitaz_31059_1,-,31059,1,,,,
ff_ngpt_tram_vitaz_31059_2,-,31059,2,,,,
ff_ngpt_tram_vitaz_31059_3,-,31059,3,,,,
ff_ngpt_tram_vitaz_31059_4,-,31059,4,,,,
ff_ngpt_tram_vitaz_31059_5,-,31059,5,,,,
ff_ngpt_tram_vitaz_31059_6,-,31059,6,,,,
ff_ngpt_tram_vitaz_31060_1,-,31060,1,,,,
ff_ngpt_tram_vitaz_31060_2,-,31060,2,,,,
ff_ngpt_tram_vitaz_31060_3,-,31060,3,,,,
ff_ngpt_tram_vitaz_31060_4,-,31060,4,,,,
ff_ngpt_tram_vitaz_31060_5,-,31060,5,,,,
ff_ngpt_tram_vitaz_31060_6,-,31060,6,,,,
ff_ngpt_tram_vitaz_31061_1,-,31061,1,,,,
ff_ngpt_tram_vitaz_31061_2,-,31061,2,,,,
ff_ngpt_tram_vitaz_31061_3,-,31061,3,,,,
ff_ngpt_tram_vitaz_31061_4,-,31061,4,,,,
ff_ngpt_tram_vitaz_31061_5,-,31061,5,,,,
ff_ngpt_tram_vitaz_31061_6,-,31061,6,,,,
ff_ngpt_tram_vitaz_31062_1,-,31062,1,,,,
ff_ngpt_tram_vitaz_31062_2,-,31062,2,,,,
ff_ngpt_tram_vitaz_31062_3,-,31062,3,,,,
ff_ngpt_tram_vitaz_31062_4,-,31062,4,,,,
ff_ngpt_tram_vitaz_31062_5,-,31062,5,,,,
ff_ngpt_tram_vitaz_31062_6,-,31062,6,,,,
ff_ngpt_tram_vitaz_31063_1,-,31063,1,,,,
ff_ngpt_tram_vitaz_31063_2,-,31063,2,,,,
ff_ngpt_tram_vitaz_31063_3,-,31063,3,,,,
ff_ngpt_tram_vitaz_31063_4,-,31063,4,,,,
ff_ngpt_tram_vitaz_31063_5,-,31063,5,,,,
ff_ngpt_tram_vitaz_31063_6,-,31063,6,,,,
ff_ngpt_tram_vitaz_31064_1,-,31064,1,,,,
ff_ngpt_tram_vitaz_31064_2,-,31064,2,,,,
ff_ngpt_tram_vitaz_31064_3,-,31064,3,,,,
ff_ngpt_tram_vitaz_31064_4,-,31064,4,,,,
ff_ngpt_tram_vitaz_31064_5,-,31064,5,,,,
ff_ngpt_tram_vitaz_31064_6,-,31064,6,,,,
ff_ngpt_tram_vitaz_31065_1,-,31065,1,,,,
ff_ngpt_tram_vitaz_31065_2,-,31065,2,,,,
ff_ngpt_tram_vitaz_31065_3,-,31065,3,,,,
ff_ngpt_tram_vitaz_31065_4,-,31065,4,,,,
ff_ngpt_tram_vitaz_31065_5,-,31065,5,,,,
ff_ngpt_tram_vitaz_31065_6,-,31065,6,,,,
ff_ngpt_tram_vitaz_31066_1,-,31066,1,,,,
ff_ngpt_tram_vitaz_31066_2,-,31066,2,,,,
ff_ngpt_tram_vitaz_31066_3,-,31066,3,,,,
ff_ngpt_tram_vitaz_31066_4,-,31066,4,,,,
ff_ngpt_tram_vitaz_31066_5,-,31066,5,,,,
ff_ngpt_tram_vitaz_31066_6,-,31066,6,,,,
ff_ngpt_tram_vitaz_31067_1,-,31067,1,,,,
ff_ngpt_tram_vitaz_31067_2,-,31067,2,,,,
ff_ngpt_tram_vitaz_31067_3,-,31067,3,,,,
ff_ngpt_tram_vitaz_31067_4,-,31067,4,,,,
ff_ngpt_tram_vitaz_31067_5,-,31067,5,,,,
ff_ngpt_tram_vitaz_31067_6,-,31067,6,,,,
ff_ngpt_tram_vitaz_31068_1,-,31068,1,,,,
ff_ngpt_tram_vitaz_31068_2,-,31068,2,,,,
ff_ngpt_tram_vitaz_31068_3,-,31068,3,,,,
ff_ngpt_tram_vitaz_31068_4,-,31068,4,,,,
ff_ngpt_tram_vitaz_31068_5,-,31068,5,,,,
ff_ngpt_tram_vitaz_31068_6,-,31068,6,,,,
ff_ngpt_tram_vitaz_31069_1,-,31069,1,,,,
ff_ngpt_tram_vitaz_31069_2,-,31069,2,,,,
ff_ngpt_tram_vitaz_31069_3,-,31069,3,,,,
ff_ngpt_tram_vitaz_31069_4,-,31069,4,,,,
ff_ngpt_tram_vitaz_31069_5,-,31069,5,,,,
ff_ngpt_tram_vitaz_31069_6,-,31069,6,,,,
ff_ngpt_tram_vitaz_31070_1,-,31070,1,,,,
ff_ngpt_tram_vitaz_31070_2,-,31070,2,,,,
ff_ngpt_tram_vitaz_31070_3,-,31070,3,,,,
ff_ngpt_tram_vitaz_31070_4,-,31070,4,,,,
ff_ngpt_tram_vitaz_31070_5,-,31070,5,,,,
ff_ngpt_tram_vitaz_31070_6,-,31070,6,,,,
ff_ngpt_tram_vitaz_31071_1,-,31071,1,,,,
ff_ngpt_tram_vitaz_31071_2,-,31071,2,,,,
ff_ngpt_tram_vitaz_31071_3,-,31071,3,,,,
ff_ngpt_tram_vitaz_31071_4,-,31071,4,,,,
ff_ngpt_tram_vitaz_31071_5,-,31071,5,,,,
ff_ngpt_tram_vitaz_31071_6,-,31071,6,,,,
ff_ngpt_tram_vitaz_31072_1,-,31072,1,,,,
ff_ngpt_tram_vitaz_31072_2,-,31072,2,,,,
ff_ngpt_tram_vitaz_31072_3,-,31072,3,,,,
ff_ngpt_tram_vitaz_31072_4,-,31072,4,,,,
ff_ngpt_tram_vitaz_31072_5,-,31072,5,,,,
ff_ngpt_tram_vitaz_31072_6,-,31072,6,,,,
ff_ngpt_tram_vitaz_31073_1,-,31073,1,,,,
ff_ngpt_tram_vitaz_31073_2,-,31073,2,,,,
ff_ngpt_tram_vitaz_31073_3,-,31073,3,,,,
